session_id,num_events,num_commands,session_duration,mean_inter_command_time,std_inter_command_time,command_error_rate,file_transfer_ratio,recon_exploit_ratio,login_error_rate,unique_commands_ratio,command_diversity
00081b571122,78.0,23.0,31.249671,1.160162590909091,1.173813070538538,0.08695651795841226,0.17391303591682453,0.399999920000016,0.0,0.5384615384615384,19.0
0076d693f7fd,78.0,23.0,32.132288,1.1946877727272727,1.2119329609795897,0.08695651795841226,0.17391303591682453,0.399999920000016,0.0,0.5384615384615384,19.0
00aa3ae5d33a,78.0,23.0,36.995369,1.3884283636363637,1.5297035845435498,0.08695651795841226,0.17391303591682453,0.399999920000016,0.0,0.5384615384615384,19.0
010ad96c3f21,16.0,7.0,68.448152,3.2579643333333337,7.958237811711,0.4285713673469475,0.0,0.0,0.0,0.2857142857142857,6.0
012f382592c2,78.0,23.0,6.00074,0.20169277272727273,0.09430697650198466,0.08695651795841226,0.17391303591682453,0.399999920000016,0.0,0.5384615384615384,19.0
01310728d909,21.0,9.0,17.79219,1.24078925,0.21796877057292274,0.0,0.0,1.9999980000020001,0.0,0.5,11.0
0148a3eded81,79.0,23.0,47.535764,1.7943122272727272,1.8136145982297847,0.08695651795841226,0.21739129489603065,0.33333327777778704,0.0,0.5384615384615384,19.0
018dc4a4b877,41.0,19.0,12.066789,0.4489124444444445,0.10237205179219469,0.0,0.0,1.9999980000020001,0.0,0.5588235294117647,16.0
01da6910d207,41.0,19.0,25.455374,1.026140111111111,0.11689568567034402,0.0,0.0,1.9999980000020001,0.0,0.5588235294117647,16.0
01efe494fcc0,16.0,7.0,68.608636,3.242623666666667,7.9273244702700225,0.4285713673469475,0.0,0.0,0.0,0.2857142857142857,6.0
02125b4ced9a,41.0,19.0,29.965278,1.1802337777777776,0.16321411132603614,0.0,0.0,1.9999980000020001,0.0,0.5588235294117647,16.0
024821112d32,78.0,23.0,10.350692,0.3706689090909091,0.2739989146123635,0.08695651795841226,0.17391303591682453,0.399999920000016,0.0,0.5384615384615384,19.0
0263a6b216dd,77.0,23.0,42.055636,1.5796191363636363,1.763732036305248,0.08695651795841226,0.1304347769376184,0.49999987500003124,0.0,0.5384615384615384,19.0
028532e63dc0,41.0,19.0,25.048949,1.0413395555555556,0.0791262036222717,0.0,0.0,1.9999980000020001,0.0,0.5588235294117647,16.0
029fbd9f9f17,78.0,23.0,8.61596,0.2394497272727273,0.12886146751386485,0.08695651795841226,0.17391303591682453,0.399999920000016,0.0,0.5384615384615384,19.0
02a7e70ddb65,41.0,19.0,14.07687,0.5361218333333333,0.10350607903048355,0.0,0.0,1.9999980000020001,0.0,0.5588235294117647,16.0
02c1bec458bd,78.0,23.0,6.77028,0.234483,0.13914539423789438,0.08695651795841226,0.17391303591682453,0.399999920000016,0.0,0.5384615384615384,19.0
02c2ce40e41c,16.0,7.0,68.342209,3.215242,7.8611597418537675,0.4285713673469475,0.0,0.0,0.0,0.2857142857142857,6.0
02c6e6f553b8,77.0,23.0,26.339137,0.9702074545454544,0.959298873005733,0.08695651795841226,0.1304347769376184,0.49999987500003124,0.0,0.5384615384615384,19.0
02def60df830,78.0,23.0,5.797791,0.19430849999999997,0.10066332996287321,0.08695651795841226,0.17391303591682453,0.399999920000016,0.0,0.5384615384615384,19.0
02f52673bd4e,41.0,19.0,25.803133,1.0646295000000001,0.09934083120855129,0.0,0.0,1.9999980000020001,0.0,0.5588235294117647,16.0
0309e1af2928,41.0,19.0,31.118224,1.2872761666666668,0.23213994128244636,0.0,0.0,1.9999980000020001,0.0,0.5588235294117647,16.0
0333fc5c9f29,78.0,23.0,35.262299,1.3129574545454548,1.336387433225493,0.08695651795841226,0.17391303591682453,0.399999920000016,0.0,0.5384615384615384,19.0
0337088f484d,78.0,23.0,9.182045,0.32956477272727275,0.22911985213377523,0.08695651795841226,0.17391303591682453,0.399999920000016,0.0,0.5384615384615384,19.0
035b50f2544d,16.0,7.0,68.438979,3.2338411666666667,7.906647198073818,0.4285713673469475,0.0,0.0,0.0,0.2857142857142857,6.0
035dd32418e4,16.0,7.0,68.254606,3.1983200000000003,7.824572235184285,0.4285713673469475,0.0,0.0,0.0,0.2857142857142857,6.0
03bd56b9106c,78.0,23.0,33.130693,1.2639580909090906,1.215964914454161,0.08695651795841226,0.17391303591682453,0.399999920000016,0.0,0.5384615384615384,19.0
03c1def60656,41.0,19.0,30.101288,1.236262111111111,0.11654096484720013,0.0,0.0,1.9999980000020001,0.0,0.5588235294117647,16.0
03d38ceec47c,78.0,23.0,36.687426,1.4014015,1.8363469712919502,0.08695651795841226,0.17391303591682453,0.399999920000016,0.0,0.5384615384615384,19.0
03f829f7160d,41.0,19.0,33.845752,1.2939176666666667,0.25150771137049366,0.0,0.0,1.9999980000020001,0.0,0.5588235294117647,16.0
040b0f8fb6c9,106.0,50.0,252.109637,5.08203469387755,10.178683088783261,0.0,0.0,2.9999970000030003,0.0,0.98,2.0
0422fb3fd6e2,78.0,23.0,20.461464,0.7510419545454545,0.6928135064766175,0.08695651795841226,0.17391303591682453,0.399999920000016,0.0,0.5384615384615384,19.0
0429c137d6ae,78.0,23.0,34.361374,1.2825853636363636,1.28293334584361,0.08695651795841226,0.17391303591682453,0.399999920000016,0.0,0.5384615384615384,19.0
04325e1c3612,18.0,10.0,1.168321,0.062245555555555554,0.05749916449199743,0.299999970000003,0.0,0.0,0.0,0.15384615384615385,12.0
046f8497b33c,16.0,7.0,68.138285,3.2133950000000002,7.856330839631309,0.4285713673469475,0.0,0.0,0.0,0.2857142857142857,6.0
04885af13581,79.0,23.0,7.3946760000000005,0.26350436363636365,0.14847860541779698,0.08695651795841226,0.21739129489603065,0.33333327777778704,0.0,0.5384615384615384,19.0
04a370225fc7,78.0,23.0,31.063701,1.1611225000000003,1.1947446029380486,0.08695651795841226,0.17391303591682453,0.399999920000016,0.0,0.5384615384615384,19.0
04f41364bb77,78.0,23.0,23.102547,0.8505428181818181,0.8284025300940667,0.08695651795841226,0.17391303591682453,0.399999920000016,0.0,0.5384615384615384,19.0
051da2977a31,41.0,19.0,135.831325,5.91459511111111,11.830355798377537,0.0,0.0,1.9999980000020001,0.0,0.5588235294117647,16.0
0593d060a649,41.0,19.0,24.655975,0.9681297222222223,0.13594990282617975,0.0,0.0,1.9999980000020001,0.0,0.5588235294117647,16.0
05b4b4baeca0,78.0,23.0,128.298447,4.396311772727272,5.476454314064764,0.08695651795841226,0.17391303591682453,0.399999920000016,0.0,0.5384615384615384,19.0
05c76e888051,41.0,19.0,23.778066,0.9265976666666665,0.15676917414916672,0.0,0.0,1.9999980000020001,0.0,0.5588235294117647,16.0
05c9c7c42eaa,10.0,5.0,8.46057,0.9864707500000001,0.008182753871201714,0.0,0.0,1.9999980000020001,0.0,0.19999999999999996,5.0
05f54c749101,78.0,23.0,16.182417,0.5895547272727273,0.5088280121007474,0.08695651795841226,0.17391303591682453,0.399999920000016,0.0,0.5384615384615384,19.0
0641f84c1e62,16.0,7.0,12.417903,0.5753075,1.396166645480653,0.4285713673469475,0.0,0.0,0.0,0.2857142857142857,6.0
067448dd2b0d,78.0,23.0,33.238336,1.2359216363636365,1.2874795662672363,0.08695651795841226,0.17391303591682453,0.399999920000016,0.0,0.5384615384615384,19.0
0678fab15af0,78.0,23.0,5.844176,0.19661695454545453,0.11335719206350184,0.08695651795841226,0.17391303591682453,0.399999920000016,0.0,0.5384615384615384,19.0
0709767c4c77,78.0,23.0,37.879689,1.3859378181818185,1.5962292093370922,0.08695651795841226,0.17391303591682453,0.399999920000016,0.0,0.5384615384615384,19.0
0723a231dc35,41.0,19.0,30.195646,1.195709888888889,0.1425586768093545,0.0,0.0,1.9999980000020001,0.0,0.5588235294117647,16.0
072c47d58be4,78.0,23.0,6.349054,0.21448327272727272,0.10928517591110917,0.08695651795841226,0.17391303591682453,0.399999920000016,0.0,0.5384615384615384,19.0
0752f66d2c7c,78.0,23.0,8.761744,0.30897136363636357,0.20244315594413997,0.08695651795841226,0.17391303591682453,0.399999920000016,0.0,0.5384615384615384,19.0
076c02658844,78.0,23.0,46.464967,1.714593090909091,1.8723407664568386,0.08695651795841226,0.17391303591682453,0.399999920000016,0.0,0.5384615384615384,19.0
077630d08db3,40.0,18.0,94.325219,3.975262941176471,0.5361903032912463,0.0,0.0,1.9999980000020001,0.0,0.5454545454545454,16.0
07b67aae9b45,9.0,2.0,17.266511,0.132211,,0.0,0.499999750000125,0.0,0.0,0.75,2.0
07e49ff2b1ac,41.0,19.0,31.480116,1.2071177777777777,0.35430569139848644,0.0,0.0,1.9999980000020001,0.0,0.5588235294117647,16.0
080ceb09a8a4,77.0,23.0,36.739712,1.3957650000000001,1.5171913045675334,0.08695651795841226,0.1304347769376184,0.49999987500003124,0.0,0.5384615384615384,19.0
082e07252491,78.0,23.0,31.492239,1.1727389545454547,1.1779541521746397,0.08695651795841226,0.17391303591682453,0.399999920000016,0.0,0.5384615384615384,19.0
08308c70f0bc,78.0,23.0,17.021854,0.6215350909090908,0.5466683044129279,0.08695651795841226,0.17391303591682453,0.399999920000016,0.0,0.5384615384615384,19.0
