session_id,num_events,num_commands,session_duration,max_inter_command_time,mean_inter_command_time,std_inter_command_time,command_error_rate,file_transfer_ratio,login_error_rate,reconnaissance_ratio,exploit_ratio,unique_commands_ratio,command_diversity,final_cluster,final_cluster_name
1aea2a8ff528,78.0,23.0,29.023672,5.914628,1.066208590909091,1.0994120145813726,0.0869565179584122,0.1739130359168245,0.0,0.0256410253122945,0.0641025632807363,0.5384615384615384,19.0,G1_l1_0_1,Massive_Automated_Bots
1aefbc05df5c,14.0,6.0,0.903774,0.073839,0.0313518,0.0372556945808288,0.333333277777787,0.0,0.0,0.0,0.0714285663265309,0.3333333333333333,5.0,G2_l1_2_3_l2_0,IoT_Mirai_Like_Bots
1af974f935f0,41.0,19.0,36.777989,1.723132,1.2182851666666668,0.3379857166860666,0.0,0.0,0.0,0.04878048661511,0.024390243307555,0.5588235294117647,16.0,G1_l1_0_1,Massive_Automated_Bots
1b95dd9209ef,78.0,23.0,9.47389,1.309002,0.3366683636363636,0.2337523828169958,0.0869565179584122,0.1739130359168245,0.0,0.0256410253122945,0.0641025632807363,0.5384615384615384,19.0,G1_l1_0_1,Massive_Automated_Bots
1bc56553ef9e,41.0,19.0,5.406366,0.218674,0.1845355555555555,0.0470372329383514,0.0,0.0,0.0,0.04878048661511,0.024390243307555,0.5588235294117647,16.0,G1_l1_0_1,Massive_Automated_Bots
1be1c60cf77b,41.0,19.0,28.570337,1.233561,1.1217297777777775,0.1660693773639961,0.0,0.0,0.0,0.04878048661511,0.024390243307555,0.5588235294117647,16.0,G1_l1_0_1,Massive_Automated_Bots
1be2556b5076,78.0,23.0,34.84516,7.270694,1.2910720454545457,1.3546444823440182,0.0869565179584122,0.1739130359168245,0.0,0.0256410253122945,0.0641025632807363,0.5384615384615384,19.0,G1_l1_0_1,Massive_Automated_Bots
1bf2a76eeec9,41.0,19.0,31.735564,1.387057,1.296114222222222,0.1200767698793301,0.0,0.0,0.0,0.04878048661511,0.024390243307555,0.5588235294117647,16.0,G1_l1_0_1,Massive_Automated_Bots
1c0750544c27,78.0,23.0,26.762645,5.388052,0.9889107727272726,0.9984249902499498,0.0869565179584122,0.1739130359168245,0.0,0.0256410253122945,0.0641025632807363,0.5384615384615384,19.0,G1_l1_0_1,Massive_Automated_Bots
1c12a24abb39,78.0,23.0,41.098297,8.567013,1.4995533636363634,1.6282381289514702,0.0869565179584122,0.1739130359168245,0.0,0.0256410253122945,0.0641025632807363,0.5384615384615384,19.0,G1_l1_0_1,Massive_Automated_Bots
1c35f807e8f3,78.0,23.0,35.152667,7.247726,1.3012630909090908,1.3481167634565143,0.0869565179584122,0.1739130359168245,0.0,0.0256410253122945,0.0641025632807363,0.5384615384615384,19.0,G1_l1_0_1,Massive_Automated_Bots
1c473d24bc51,41.0,19.0,25.180954,1.060362,0.9888946666666664,0.1228130548401776,0.0,0.0,0.0,0.04878048661511,0.024390243307555,0.5588235294117647,16.0,G1_l1_0_1,Massive_Automated_Bots
1c487a9749f3,41.0,19.0,19.649486,1.103871,0.7678386666666666,0.1329788035289835,0.0,0.0,0.0,0.04878048661511,0.024390243307555,0.5588235294117647,16.0,G1_l1_0_1,Massive_Automated_Bots
1c7e281972fe,41.0,19.0,23.584062,1.003958,0.9264381111111112,0.1285015627421059,0.0,0.0,0.0,0.04878048661511,0.024390243307555,0.5588235294117647,16.0,G1_l1_0_1,Massive_Automated_Bots
1c9be632528b,78.0,23.0,27.829549,5.625706,1.0305992272727271,1.0435536476026763,0.0869565179584122,0.1739130359168245,0.0,0.0256410253122945,0.0641025632807363,0.5384615384615384,19.0,G1_l1_0_1,Massive_Automated_Bots
1cb83d9d00d3,78.0,23.0,13.446572,2.327997,0.4838080909090909,0.422246653189241,0.0869565179584122,0.1739130359168245,0.0,0.0256410253122945,0.0641025632807363,0.5384615384615384,19.0,G1_l1_0_1,Massive_Automated_Bots
1d0dee6b3f2a,78.0,23.0,20.454732,3.871747,0.7554886818181817,0.7111449408349078,0.0869565179584122,0.1739130359168245,0.0,0.0256410253122945,0.0641025632807363,0.5384615384615384,19.0,G1_l1_0_1,Massive_Automated_Bots
1d161e302d09,41.0,19.0,22.215924,1.402452,0.844289111111111,0.1972155433729027,0.0,0.0,0.0,0.04878048661511,0.024390243307555,0.5588235294117647,16.0,G1_l1_0_1,Massive_Automated_Bots
1d220a101d5d,8.0,1.0,2.515226,0.0,0.0,0.0,0.0,0.0,0.0,0.3749999531250059,0.1249999843750019,1.0,1.0,L2_1,Other_Bot_Behaviour
1d2aa45bcb30,78.0,23.0,14.263608,2.544011,0.5139660909090908,0.4636653289827243,0.0869565179584122,0.1739130359168245,0.0,0.0256410253122945,0.0641025632807363,0.5384615384615384,19.0,G1_l1_0_1,Massive_Automated_Bots
1d31592e36e1,78.0,23.0,47.819097,9.543693,1.825293318181818,1.841004947610443,0.0869565179584122,0.1739130359168245,0.0,0.0256410253122945,0.0641025632807363,0.5384615384615384,19.0,G1_l1_0_1,Massive_Automated_Bots
1d391b5fd05c,78.0,23.0,51.613906,9.718601,1.7187700909090913,1.8876130715515755,0.0869565179584122,0.1739130359168245,0.0,0.0256410253122945,0.0641025632807363,0.5384615384615384,19.0,G1_l1_0_1,Massive_Automated_Bots
1d409e4d4f96,77.0,23.0,40.947165,13.293819,1.5705491818181818,2.646069316336189,0.0869565179584122,0.1304347769376184,0.0,0.0259740256367009,0.0519480512734019,0.5384615384615384,19.0,G1_l1_0_1,Massive_Automated_Bots
1d429534fdaf,78.0,23.0,30.271016,5.944514,1.1395455,1.1090797916553872,0.0869565179584122,0.1739130359168245,0.0,0.0256410253122945,0.0641025632807363,0.5384615384615384,19.0,G1_l1_0_1,Massive_Automated_Bots
1d60ecd17460,78.0,23.0,13.41549,2.27735,0.4829864545454544,0.4122222848162347,0.0869565179584122,0.1739130359168245,0.0,0.0256410253122945,0.0641025632807363,0.5384615384615384,19.0,G1_l1_0_1,Massive_Automated_Bots
1d6a58af0a01,78.0,23.0,7.458583,0.971182,0.2655456363636364,0.1712029210830974,0.0869565179584122,0.1739130359168245,0.0,0.0256410253122945,0.0641025632807363,0.5384615384615384,19.0,G1_l1_0_1,Massive_Automated_Bots
1db8cf2114a5,79.0,23.0,50.256037,11.180886,1.940831727272728,2.575801054003702,0.0869565179584122,0.2173912948960306,0.0,0.025316455375741,0.0759493661272232,0.5384615384615384,19.0,G1_l1_0_1,Massive_Automated_Bots
1dd3340938cd,16.0,6.0,1.5758299999999998,0.173695,0.0663504,0.0813040558201126,0.4999999166666805,0.0,0.0,0.0,0.0624999960937502,0.375,6.0,G2_l1_2_3_l2_0,IoT_Mirai_Like_Bots
1dee373424b1,78.0,23.0,46.274472,11.485054,1.7832010000000005,2.2812342374026806,0.0869565179584122,0.1739130359168245,0.0,0.0256410253122945,0.0641025632807363,0.5384615384615384,19.0,G1_l1_0_1,Massive_Automated_Bots
1e39d858bbf5,78.0,23.0,30.349444,6.297887,1.1227439545454545,1.1728722703335106,0.0869565179584122,0.1739130359168245,0.0,0.0256410253122945,0.0641025632807363,0.5384615384615384,19.0,G1_l1_0_1,Massive_Automated_Bots
1e6c5d77ce43,78.0,23.0,28.074499,5.410596,1.0235049090909092,1.0014617799523002,0.0869565179584122,0.1739130359168245,0.0,0.0256410253122945,0.0641025632807363,0.5384615384615384,19.0,G1_l1_0_1,Massive_Automated_Bots
1e828f00aa66,20.0,10.0,4.761884,0.320848,0.1700005555555555,0.1580793927992443,0.299999970000003,0.0,0.6666664444445185,0.0999999950000002,0.0499999975000001,0.1538461538461538,12.0,G2_l1_2_3_l2_0,IoT_Mirai_Like_Bots
1e8c474aad91,78.0,23.0,14.900927,2.556985,0.5372487727272728,0.4642971156432702,0.0869565179584122,0.1739130359168245,0.0,0.0256410253122945,0.0641025632807363,0.5384615384615384,19.0,G1_l1_0_1,Massive_Automated_Bots
1eb95d921488,78.0,23.0,34.74942,7.192106,1.2865219545454545,1.339108444281652,0.0869565179584122,0.1739130359168245,0.0,0.0256410253122945,0.0641025632807363,0.5384615384615384,19.0,G1_l1_0_1,Massive_Automated_Bots
1ee933120c6e,78.0,23.0,13.261101,2.35089,0.4759085909090909,0.4291406263314603,0.0869565179584122,0.1739130359168245,0.0,0.0256410253122945,0.0641025632807363,0.5384615384615384,19.0,G1_l1_0_1,Massive_Automated_Bots
1eee28c72d2d,18.0,10.0,2.191119,0.514487,0.1450141111111111,0.1673621951408415,0.299999970000003,0.0,0.0,0.0,0.0555555524691359,0.1538461538461538,12.0,G2_l1_2_3_l2_0,IoT_Mirai_Like_Bots
